tweet,label
"@hlaplkhmis @RadwiMaj ___ : ____ ________ _____ (____) nigger 
___ _____ ______ _____ ______ ______ ________ __ ___ ______ _________ ___ ___ ______ _______
______ ______ ___ ____.. 
__ ____ _____ ______ ________ ____ 
_____..",
legalise trenbolone acetate #fadedthanahoe #nigger,
@bbalonche Serbian Nigger __________,
RT @Katarsisua: Nigger,
Nigger,
niggers are sacred of me I never seen that before I call them niggers to there face and they run ?,
"@small10space You likes when you kill europeans,niggers,but soon the russians Will impeach all of you pig monks",
It’s crazy that they are literally saying “Nigga” but it’s showing up as “nigger” _______ « wereonset: 26 year old Kevin Hart in this scene __ https://twitter.com/shannonsharpeee/status/1591587854765162498/video/1 — https://twitter.com/wereonset/status/1592009869456216064 »,
26 year old Kevin Hart in this scene __ https://twitter.com/shannonsharpeee/status/1591587854765162498/video/1,
RT @ItsInTheBagTV: A racist Asian woman calls Black passengers on a NYC train “niggers” https://twitter.com/ItsInTheBagTV/status/1584624334890729472/video/1,
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
@ermal_nigger @miloishorny_ fr ____,
"PLEASE...I wish M Pompeo & B Obama would leave me to die in peace.  No, its only Tuesday and M & B had me gang raped by his CIA folks in Virtual Reality.  I'm called a ""Nigger's Whore,"" says M & B.  They got a bunch of CIA newbies working again who do NOT have a clue....",
"NOW PLAYING ON 420SMOKERADIO:
 The Last Poets - Niggers Are Scared Of Revolution
HOME OF THE VOICES OF THE FUTURE.
KEEP IT BLAZIN. #420SMOKERADIO

https://www.420smokeradio.net/",
"RT @wagush: Still haven't recovered from ""Night Skinned Nigger"" . Please don't do this. https://twitter.com/some1sburnerfr/status/1591990754964299776",
"Still haven't recovered from ""Night Skinned Nigger"" . Please don't do this. https://twitter.com/some1sburnerfr/status/1591990754964299776",
RT @MagicMalliMall: Shut up nigger https://twitter.com/MagicMalliMall/status/1592343194439913472/photo/1 https://twitter.com/Zvbear/status/1592288718446276610,
Shut up nigger https://twitter.com/MagicMalliMall/status/1592343194439913472/photo/1 https://twitter.com/Zvbear/status/1592288718446276610,
"okay i lied last tweet cuz this is insane ____

bro said “yeah i was calling people niggers. i’m a human being” LMFAOOOOO https://twitter.com/AdamBojak/status/1592178027064328192",
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
@daily_trust Is this the full interpretation of what justice Nnako said yesterday? You goter media of Nigger area,
RT @ElShivute: @ComiZayin @Achilles_na Nigger took all this on telegram..aee nxaa______,
@ComiZayin @Achilles_na Nigger took all this on telegram..aee nxaa______,
All this talk about ETH is about some Man U coach? I thought niggers we discussing real issues affecting the future of finance ( $ETH = Ethereum __),
@h_lolss0 @spikedemetro13 Nigger,
Fuck the nigger https://twitter.com/lm46in/status/1592445168652718080/photo/1,
Look at this nigger fisher « DailyLoud: Bhad Bhabie shows off her new look____ https://twitter.com/DailyLoud/status/1592310410534948865/photo/1 — https://twitter.com/dailyloud/status/1592310410534948865 »,
Bhad Bhabie shows off her new look____ https://twitter.com/DailyLoud/status/1592310410534948865/photo/1,
"RT @Bleached_Daisy: Shy whites are far hotter than boastful whites.

“D-daisy! What do you mean you want me to say such hurtful things???”

“B-b-but Mrs.Daisy! I can’t call my teacher a nigger!!!”

They are always so cute~ and it’s nice to teach them that they are GODS~ https://twitter.com/Bleached_Daisy/status/1592379721370992642/photo/1",
"Shy whites are far hotter than boastful whites.

“D-daisy! What do you mean you want me to say such hurtful things???”

“B-b-but Mrs.Daisy! I can’t call my teacher a nigger!!!”

They are always so cute~ and it’s nice to teach them that they are GODS~ https://twitter.com/Bleached_Daisy/status/1592379721370992642/photo/1",
@trippernn no nigger,
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
@CarlosM44154622 @Fishieeeeeeee Get that fuckin ashy ass dick out my fuckin feed nigger,
boston fans called Dray a nigger?,
Nigerian niggers should die. They're only right is to remain silence,
"RT @_exodus3000: Why do some, not all, gay white men think it’s OK to call a black man a NIGGER or a MONKEY when he gets rejected?? I’m looking for answers:",
"Why do some, not all, gay white men think it’s OK to call a black man a NIGGER or a MONKEY when he gets rejected?? I’m looking for answers:",
"RT @YeahItzJay: ; Quentin Tarantino Directing A Marvel Film Is Utter Madness. If He Had His Way You'd Hear ""Nigger"" During The Marvel Studios Logo Sequence ____",
"; Quentin Tarantino Directing A Marvel Film Is Utter Madness. If He Had His Way You'd Hear ""Nigger"" During The Marvel Studios Logo Sequence ____",
@Alpha_Snake_ @ModernWarzone @CouRageJD What that’s the stupidest thing I’ve ever heard from a dumbass like you are nigger and t even better the gtav,
@bruce_haigh No Vietnamese ever called me nigger.,
@phuklllll @DailyLoud Watch the video before targeting us ‘niggers’ then. 2 videos back to back of the same Asian man tazing 2 different black men unprovoked and you find a way to blame the black folk…__,
"that’s SO CRAZY__ i’d kms if i got sent there, of course they’re all gonna kill the nigger first, even the ones on your team.",
"RT @Phil_Lewis_: University of Kentucky student Sophia Rosing arrested and charged after assaulting another student who was at work and calling her a “nigger bitch”

https://www.wkyt.com/2022/11/06/uk-student-arrested-following-assault-campus/?outputType=amp https://twitter.com/Phil_Lewis_/status/1589362655802052609/video/1",
"RT @Bleached_Daisy: Shy whites are far hotter than boastful whites.

“D-daisy! What do you mean you want me to say such hurtful things???”

“B-b-but Mrs.Daisy! I can’t call my teacher a nigger!!!”

They are always so cute~ and it’s nice to teach them that they are GODS~ https://twitter.com/Bleached_Daisy/status/1592379721370992642/photo/1",
i can't believe a nigger tweeted this,
@anon_fuckoff @Error00007600 then what are you? a sand nigger?,
@tirrrrb You are still nigger lol,
RT @Luabot_: @Jukenseimey ___nigger,
@Jukenseimey ___nigger,
@soirTT @walnutkin I wish you learn to stop being a retarded nigger adolf hitler taiko bn sarcasm banned person,
@_coach1 Real Niggers Get Money From the Fvcking Star __ …guess who? __,
#Nigger,
@Skoo0by @MilagroGramz__ ____ seriously mumble rap __ I don't even listen to such trash Stupid ass nigger,
@Deee_luul @M_Farmaajo What president ______ nigger was not fit to hold any office ever. Mf tried to add 2 years to his already expired mandate. Tried to pull us back in to the chaos we ran away from____ the most useless man to hold office in somalia. Pulles the country backwards. Thank god he gone.,
"So this nigger, somebody want to invest $500M in your economy and you alone want to take $100M from it. Niggr are you a wizard?",
@CopezziP __ ___ __ ________ _ serbian nigger,
@sonicervix NIGGER!,
"@AfricanArchives Right sure, she not African. Harappa Women from India and Europe. Whites and Coloerd folks have the same Master. Africa is not involved __ __ __ know thyself. That's why colored folk will never leave a land that forsaken them and calls them Nigger.",
"@Ricecdake @th3n3rdg0ds @ayeejuju It’s much different as when u call urself a nigger and others who aren’t beknownst to u call U one , u don’t appreciate or approve it . Same way",
"@LosBlancoFaseeh @Andyprivx @Aziz_RMCF @alby_barca @RealTwist12 @WolfRMFC @totalcristiano @Ava_rmcf niggers, gonna mute this convo too much noti",
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
@ChrisExcel102 Nah nigger I think you a better morale.,
NOW THEY GOT THE STREET NEGRO FOR A RUN OFF IN GEORGIA IM GOING TO LAUGH WHEN HE COMES CAMPAIGNING IN A HOODIE SAYING WHAT UP MY NIGGER THAT WHAT U GOT IN A CANIDIATE THE THREE MILLION MCCONNELL OUT IN HIS CAMPAIGN HE USING IT FOR CLUBBING AND LAP DANCING U IDIOTS. HE HAS NO RAP. « FelixGa23300352: WHATEVER REPUBLICANS DO GOING FORWARD IS NOT GOING TO WORK AMERICANS KNOW THAT WHOEVER TRY TO OVERTHROW THE CONSTITUTION LIKE TRUMP AND HIS DENIER TRY TO DO AMERICANS WILL JUST COME OUT IN DROVES AND SEAL IT FOR DEMOCRATS. U DO NOT MESS WITH THE FOUNDING FATHERS BIBLE. https://twitter.com/Liz_Cheney/status/1592340964982808576 — https://twitter.com/felixga23300352/status/1592423303222022144 »,
WHATEVER REPUBLICANS DO GOING FORWARD IS NOT GOING TO WORK AMERICANS KNOW THAT WHOEVER TRY TO OVERTHROW THE CONSTITUTION LIKE TRUMP AND HIS DENIER TRY TO DO AMERICANS WILL JUST COME OUT IN DROVES AND SEAL IT FOR DEMOCRATS. U DO NOT MESS WITH THE FOUNDING FATHERS BIBLE. https://twitter.com/Liz_Cheney/status/1592340964982808576,
"Irish have nappy heads, we 2nd generation Americans. So niggers best be careful bout front of this ship https://twitter.com/ZZon_top/status/1592424829663477760/photo/1",
@elonmusk Niggers,
Nigger,
"RT @Phil_Lewis_: University of Kentucky student Sophia Rosing arrested and charged after assaulting another student who was at work and calling her a “nigger bitch”

https://www.wkyt.com/2022/11/06/uk-student-arrested-following-assault-campus/?outputType=amp https://twitter.com/Phil_Lewis_/status/1589362655802052609/video/1",
@hazbully1 @KrugerShreddy @warriorsworld “Cancel culture” is when you can’t say rape or nigger on a live broadcast.,
@bido9900000ss @U_Toxic_HuH move nigger,
@ToporekTymon @wyznaniansfw nigger,
@dhippo78 @HAHayatu It is the excuse they give themselves when they set up glass ceilings on their political careers. The outcome has been settled. No need to aspire to the highest office. The house nigger mentality.,
I have this one white coworker that thinks I’m just such a fucking nigger like the smiths will@come on and he’ll be like u know this? The other day he asked me if I know what capers are . Like surprise lovely I’m a human bean that end up in the exact same place as u,
"RT @catreonot: __ (niga) = you (in korean)

Nigga = black african/nigger -> disrespectful

Ngga = no (in Indonesian, from Javanese language), from engga -> ngga

I still remember vividly about a black American who do illegal job using her tourist visa in Bali & deported in 2020/2021 « mattxiv: omg? https://twitter.com/mattxiv/status/1592187989027098625/photo/1 — https://twitter.com/mattxiv/status/1592187989027098625 »",
"__ (niga) = you (in korean)

Nigga = black african/nigger -> disrespectful

Ngga = no (in Indonesian, from Javanese language), from engga -> ngga

I still remember vividly about a black American who do illegal job using her tourist visa in Bali & deported in 2020/2021 « mattxiv: omg? https://twitter.com/mattxiv/status/1592187989027098625/photo/1 — https://twitter.com/mattxiv/status/1592187989027098625 »",
"RT @catreonot: __ (niga) = you (in korean)

Nigga = black african/nigger -> disrespectful

Ngga = no (in Indonesian, from Javanese language), from engga -> ngga

I still remember vividly about a black American who do illegal job using her tourist visa in Bali & deported in 2020/2021 « mattxiv: omg? https://twitter.com/mattxiv/status/1592187989027098625/photo/1 — https://twitter.com/mattxiv/status/1592187989027098625 »",
